Index,Fibbo Lucas Sum,Execution Time (seconds),Execution Time (nanoseconds)
136,-771530852180906496.000000,0.000017667000,17667
137,-1587657917717745664.000000,0.000018208000,18208
138,645412669421588608.000000,0.000018708000,18708
139,-38678954637172632.000000,0.000018542000,18542
140,1127104728954816896.000000,0.000019083000,19083
141,-1251866977329629184.000000,0.000019250000,19250
142,2580883881938107904.000000,0.000019333000,19333
143,-869744584199454464.000000,0.000019708000,19708
144,205103605237482304.000000,0.000020375000,20375
145,141405110682798080.000000,0.000020167000,20167
146,1623940001466764032.000000,0.000020791000,20791
147,2335612631295328768.000000,0.000021083000,21083
148,124678412345714880.000000,0.000033666000,33666
149,-822898281097450496.000000,0.000022167000,22167
150,-2043379950431639552.000000,0.000023000000,23000
151,-723595240633680896.000000,0.000022708000,22708
152,-430901320837968320.000000,0.000023125000,23125
153,-1458123453970736896.000000,0.000022833000,22833
154,516267411068083776.000000,0.000024125000,24125
155,-229567063231779968.000000,0.000023500000,23500
156,2136629215295697408.000000,0.000024542000,24542
157,-1410681023161890816.000000,0.000024125000,24125
158,-186304535723395552.000000,0.000024792000,24792
159,745423370128169856.000000,0.000025291000,25291
160,671901567628499840.000000,0.000025666000,25666
161,38565278890979840.000000,0.000026083000,26083
162,3389547317720935424.000000,0.000026542000,26542
163,-3378599003148366848.000000,0.000027958000,27958
164,1963030331356480512.000000,0.000027875000,27875
165,937992426335001216.000000,0.000027958000,27958
166,-906309795429592832.000000,0.000027959000,27959
167,2790031355222910976.000000,0.000028500000,28500
168,601469096619687168.000000,0.000028875000,28875
169,633132752563881856.000000,0.000029375000,29375
170,1407808849729019648.000000,0.000029708000,29708
171,732065859771668224.000000,0.000029708000,29708
172,1928710118024088832.000000,0.000030292000,30292
173,2361276834095866880.000000,0.000030791000,30791
174,512414122529245824.000000,0.000031125000,31125
175,-764808854113360512.000000,0.000031625000,31625
176,2392661652043377152.000000,0.000032084000,32084
177,-912607415100361216.000000,0.000032250000,32250
178,-315352576338004160.000000,0.000032833000,32833
179,-574819896607246016.000000,0.000033208000,33208
180,646700298302615808.000000,0.000033708000,33708
181,699675805992363264.000000,0.000033875000,33875
182,-2849193599409064960.000000,0.000034625000,34625
183,2455359585524955136.000000,0.000034875000,34875
184,-1306972976908020480.000000,0.000035292000,35292
185,739089573246147456.000000,0.000035500000,35500
186,1165925346623741440.000000,0.000036250000,36250
187,1796104518015065856.000000,0.000036584000,36584
188,591584497873897856.000000,0.000037125000,37125
189,-489330218652300416.000000,0.000037458000,37458
190,2050706630455536384.000000,0.000038000000,38000
191,-1174366768022409216.000000,0.000038417000,38417
192,-479745663987292736.000000,0.000038875000,38875
193,94757019729674016.000000,0.000039583000,39583
194,-711959354141960704.000000,0.000039541000,39541
195,4368587954753721856.000000,0.000040459000,40459
196,-210373410501622208.000000,0.000040541000,40541
197,290168545759776704.000000,0.000041084000,41084
198,-207250430398308160.000000,0.000041417000,41417
199,1281399932109923584.000000,0.000042084000,42084
200,194168679748088608.000000,0.000042333000,42333
