Index,Fibbo Lucas Sum,Execution Time (seconds),Execution Time (nanoseconds)
136,-771530852180906496.000000,0.000027041000,27041
137,-1587657917717745664.000000,0.000027625000,27625
138,645412669421588608.000000,0.000027875000,27875
139,-38678954637172632.000000,0.000028542000,28542
140,1127104728954816896.000000,0.000028750000,28750
141,-1251866977329629184.000000,0.000029250000,29250
142,2580883881938107904.000000,0.000029625000,29625
143,-869744584199454464.000000,0.000030167000,30167
144,205103605237482304.000000,0.000030583000,30583
145,141405110682798080.000000,0.000031083000,31083
146,1623940001466764032.000000,0.000031458000,31458
147,2335612631295328768.000000,0.000037041000,37041
148,124678412345714880.000000,0.000032416000,32416
149,-822898281097450496.000000,0.000029458000,29458
150,-2043379950431639552.000000,0.000027541000,27541
151,-723595240633680896.000000,0.000028000000,28000
152,-430901320837968320.000000,0.000032500000,32500
153,-1458123453970736896.000000,0.000033166000,33166
154,516267411068083776.000000,0.000029084000,29084
155,-229567063231779968.000000,0.000029584000,29584
156,2136629215295697408.000000,0.000029875000,29875
157,-1410681023161890816.000000,0.000030334000,30334
158,-186304535723395552.000000,0.000030750000,30750
159,745423370128169856.000000,0.000031208000,31208
160,671901567628499840.000000,0.000031625000,31625
161,38565278890979840.000000,0.000031958000,31958
162,3389547317720935424.000000,0.000032333000,32333
163,-3378599003148366848.000000,0.000032792000,32792
164,1963030331356480512.000000,0.000033250000,33250
165,937992426335001216.000000,0.000033667000,33667
166,-906309795429592832.000000,0.000034042000,34042
167,2790031355222910976.000000,0.000034709000,34709
168,601469096619687168.000000,0.000035000000,35000
169,633132752563881856.000000,0.000035375000,35375
170,1407808849729019648.000000,0.000035750000,35750
171,732065859771668224.000000,0.000036292000,36292
172,1928710118024088832.000000,0.000036709000,36709
173,2361276834095866880.000000,0.000037167000,37167
174,512414122529245824.000000,0.000037583000,37583
175,-764808854113360512.000000,0.000038042000,38042
176,2392661652043377152.000000,0.000038625000,38625
177,-912607415100361216.000000,0.000038958000,38958
178,-315352576338004160.000000,0.000039417000,39417
179,-574819896607246016.000000,0.000040125000,40125
180,646700298302615808.000000,0.000040417000,40417
181,699675805992363264.000000,0.000040958000,40958
182,-2849193599409064960.000000,0.000041791000,41791
183,2455359585524955136.000000,0.000041958000,41958
184,-1306972976908020480.000000,0.000042500000,42500
185,739089573246147456.000000,0.000042916000,42916
186,1165925346623741440.000000,0.000043292000,43292
187,1796104518015065856.000000,0.000043750000,43750
188,591584497873897856.000000,0.000044208000,44208
189,-489330218652300416.000000,0.000044667000,44667
190,2050706630455536384.000000,0.000045208000,45208
191,-1174366768022409216.000000,0.000045708000,45708
192,-479745663987292736.000000,0.000046333000,46333
193,94757019729674016.000000,0.000046833000,46833
194,-711959354141960704.000000,0.000047250000,47250
195,4368587954753721856.000000,0.000094250000,94250
196,-210373410501622208.000000,0.000052708000,52708
197,290168545759776704.000000,0.000053208000,53208
198,-207250430398308160.000000,0.000054666000,54666
199,1281399932109923584.000000,0.000054167000,54167
200,194168679748088608.000000,0.000054750000,54750
