Index,Fibbo Lucas Sum,Execution Time (seconds),Execution Time (nanoseconds)
113,-289045350887296064.000000,0.000023375000,23375
114,-754993262446857856.000000,0.000023625000,23625
115,-632993344176954624.000000,0.000024125000,24125
116,1178986006913931008.000000,0.000024709000,24709
117,504469347165952448.000000,0.000024959000,24959
118,2393546606948281856.000000,0.000025500000,25500
119,-444145523492589632.000000,0.000026000000,26000
120,1254952674861221120.000000,0.000026542000,26542
121,972723423702020480.000000,0.000026958000,26958
122,2476892673222627328.000000,0.000027500000,27500
123,-1080303620790867200.000000,0.000027916000,27916
124,370831459180640320.000000,0.000028458000,28458
125,-813614373779286272.000000,0.000028959000,28959
126,471484134837864512.000000,0.000029417000,29417
127,2012251788677723136.000000,0.000029875000,29875
128,1901563007299245824.000000,0.000042792000,42792
129,-1356230044902921728.000000,0.000030959000,30959
130,949192815214983936.000000,0.000031333000,31333
131,-201596475097488576.000000,0.000032041000,32041
132,901062335166933888.000000,0.000032625000,32625
133,972181934706770048.000000,0.000033125000,33125
134,-1851569261890436096.000000,0.000037583000,37583
135,1944096144941531136.000000,0.000034083000,34083
136,-771530852180906496.000000,0.000034792000,34792
137,-1587657917717745664.000000,0.000035208000,35208
138,645412669421588608.000000,0.000035791000,35791
139,-38678954637172632.000000,0.000036333000,36333
140,1127104728954816896.000000,0.000036875000,36875
141,-1251866977329629184.000000,0.000037458000,37458
142,2580883881938107904.000000,0.000037959000,37959
143,-869744584199454464.000000,0.000038625000,38625
144,205103605237482304.000000,0.000039167000,39167
145,141405110682798080.000000,0.000039750000,39750
146,1623940001466764032.000000,0.000040291000,40291
147,2335612631295328768.000000,0.000040916000,40916
148,124678412345714880.000000,0.000041583000,41583
149,-822898281097450496.000000,0.000042042000,42042
150,-2043379950431639552.000000,0.000042709000,42709
151,-723595240633680896.000000,0.000043292000,43292
152,-430901320837968320.000000,0.000043959000,43959
153,-1458123453970736896.000000,0.000044625000,44625
154,516267411068083776.000000,0.000040833000,40833
155,-229567063231779968.000000,0.000035667000,35667
156,2136629215295697408.000000,0.000036333000,36333
157,-1410681023161890816.000000,0.000036708000,36708
158,-186304535723395552.000000,0.000037166000,37166
159,745423370128169856.000000,0.000037667000,37667
160,671901567628499840.000000,0.000038333000,38333
161,38565278890979840.000000,0.000038667000,38667
162,3389547317720935424.000000,0.000039292000,39292
163,-3378599003148366848.000000,0.000039708000,39708
164,1963030331356480512.000000,0.000040292000,40292
165,937992426335001216.000000,0.000040792000,40792
166,-906309795429592832.000000,0.000041292000,41292
167,2790031355222910976.000000,0.000041833000,41833
168,601469096619687168.000000,0.000042375000,42375
169,633132752563881856.000000,0.000048208000,48208
170,1407808849729019648.000000,0.000043375000,43375
171,732065859771668224.000000,0.000075500000,75500
172,1928710118024088832.000000,0.000044459000,44459
173,2361276834095866880.000000,0.000045042000,45042
174,512414122529245824.000000,0.000045709000,45709
175,-764808854113360512.000000,0.000046083000,46083
176,2392661652043377152.000000,0.000046791000,46791
177,-912607415100361216.000000,0.000047333000,47333
178,-315352576338004160.000000,0.000048000000,48000
179,-574819896607246016.000000,0.000048375000,48375
180,646700298302615808.000000,0.000048958000,48958
181,699675805992363264.000000,0.000049375000,49375
182,-2849193599409064960.000000,0.000071375000,71375
183,2455359585524955136.000000,0.000063500000,63500
184,-1306972976908020480.000000,0.000085792000,85792
185,739089573246147456.000000,0.000072416000,72416
186,1165925346623741440.000000,0.000052542000,52542
187,1796104518015065856.000000,0.000052958000,52958
188,591584497873897856.000000,0.000052708000,52708
189,-489330218652300416.000000,0.000044667000,44667
190,2050706630455536384.000000,0.000045209000,45209
191,-1174366768022409216.000000,0.000045709000,45709
192,-479745663987292736.000000,0.000046292000,46292
193,94757019729674016.000000,0.000046708000,46708
194,-711959354141960704.000000,0.000047250000,47250
195,4368587954753721856.000000,0.000047792000,47792
196,-210373410501622208.000000,0.000048208000,48208
197,290168545759776704.000000,0.000048792000,48792
198,-207250430398308160.000000,0.000049250000,49250
199,1281399932109923584.000000,0.000049792000,49792
200,194168679748088608.000000,0.000050417000,50417
