Index,Fibonacci Number,Execution Time (seconds),Execution Time (nanoseconds)
108,2064596134548104464,0.000000375000,375
109,-6497839381664283351,0.000000333000,333
110,-4433243247116178887,0.000000334000,334
111,7515661444929089378,0.000000375000,375
112,3082418197812910491,0.000000458000,458
113,-7848664430967551747,0.000000333000,333
114,-4766246233154641256,0.000000375000,375
115,5831833409587358613,0.000000375000,375
116,1065587176432717357,0.000000375000,375
117,6897420586020075970,0.000000417000,417
118,7963007762452793327,0.000000417000,417
119,-3586315725236682319,0.000000417000,417
120,4376692037216111008,0.000000417000,417
121,790376311979428689,0.000000375000,375
122,5167068349195539697,0.000000417000,417
123,5957444661174968386,0.000000375000,375
124,-7322231063339043533,0.000000416000,416
125,-1364786402164075147,0.000000375000,375
126,-8687017465503118680,0.000000416000,416
127,8394940206042357789,0.000000375000,375
128,-292077259460760891,0.000000417000,417
129,8102862946581596898,0.000000417000,417
130,7810785687120836007,0.000000375000,375
131,-2533095440007118711,0.000000334000,334
132,5277690247113717296,0.000000375000,375
133,2744594807106598585,0.000000375000,375
134,8022285054220315881,0.000000417000,417
135,-7679864212382637150,0.000000375000,375
136,342420841837678731,0.000000416000,416
137,-7337443370544958419,0.000000375000,375
138,-6995022528707279688,0.000000375000,375
139,4114278174457313509,0.000000375000,375
140,-2880744354249966179,0.000000417000,417
141,1233533820207347330,0.000000375000,375
142,-1647210534042618849,0.000000417000,417
143,-413676713835271519,0.000000416000,416
144,-2060887247877890368,0.000000375000,375
145,-2474563961713161887,0.000000375000,375
146,-4535451209591052255,0.000000417000,417
147,-7010015171304214142,0.000000375000,375
148,6901277692814285219,0.000000375000,375
149,-108737478489928923,0.000000375000,375
150,6792540214324356296,0.000000375000,375
151,6683802735834427373,0.000000375000,375
152,-4970401123550767947,0.000000417000,417
153,1713401612283659426,0.000000333000,333
154,-3256999511267108521,0.000000416000,416
155,-1543597898983449095,0.000000375000,375
156,-4800597410250557616,0.000000416000,416
157,-6344195309234006711,0.000000375000,375
158,7301951354224987289,0.000000417000,417
159,957756044990980578,0.000000375000,375
160,8259707399215967867,0.000000458000,458
161,9217463444206948445,0.000000333000,333
162,-969573230286635304,0.000000375000,375
163,8247890213920313141,0.000000625000,625
164,7278316983633677837,0.000000458000,458
165,-2920536876155560638,0.000000375000,375
166,4357780107478117199,0.000000417000,417
167,1437243231322556561,0.000000375000,375
168,5795023338800673760,0.000000542000,542
169,7232266570123230321,0.000000458000,458
170,-5419454164785647535,0.000000375000,375
171,1812812405337582786,0.000000375000,375
172,-3606641759448064749,0.000000458000,458
173,-1793829354110481963,0.000000333000,333
174,-5400471113558546712,0.000000333000,333
175,-7194300467669028675,0.000000417000,417
176,5851972492481976229,0.000000375000,375
177,-1342327975187052446,0.000000333000,333
178,4509644517294923783,0.000000333000,333
179,3167316542107871337,0.000000333000,333
180,7676961059402795120,0.000000334000,334
181,-7602466472198885159,0.000000334000,334
182,74494587203909961,0.000000375000,375
183,-7527971884994975198,0.000000333000,333
184,-7453477297791065237,0.000000375000,375
185,3465294890923511181,0.000000334000,334
186,-3988182406867554056,0.000000292000,292
187,-522887515944042875,0.000000334000,334
188,-4511069922811596931,0.000000375000,375
189,-5033957438755639806,0.000000375000,375
190,8901716712142314879,0.000000375000,375
191,3867759273386675073,0.000000375000,375
192,-5677268088180561664,0.000000375000,375
193,-1809508814793886591,0.000000292000,292
194,-7486776902974448255,0.000000292000,292
195,9150458355941216770,0.000000333000,333
196,1663681452966768515,0.000000333000,333
197,-7632604264801566331,0.000000291000,291
198,-5968922811834797816,0.000000333000,333
199,4845216997073187469,0.000000292000,292
200,-1123705814761610347,0.000000333000,333
