Index,Fibonacci Number,Execution Time (seconds),Execution Time (nanoseconds)
1,0.000000,0.000000375000,375
2,1.000000,0.000000083000,83
3,1.000000,0.000000083000,83
4,2.000000,0.000000125000,125
5,3.000000,0.000000208000,208
6,5.000000,0.000000292000,292
7,8.000000,0.000000334000,334
8,13.000000,0.000000458000,458
9,21.000000,0.000000625000,625
10,34.000000,0.000001000000,1000
11,55.000000,0.000001416000,1416
12,89.000000,0.000002208000,2208
13,144.000000,0.000003459000,3459
14,233.000000,0.000005792000,5792
15,377.000000,0.000009000000,9000
16,610.000000,0.000014375000,14375
17,987.000000,0.000023083000,23083
18,1597.000000,0.000036834000,36834
19,2584.000000,0.000059584000,59584
20,4181.000000,0.000096209000,96209
21,6765.000000,0.000185083000,185083
22,10946.000000,0.000298250000,298250
23,17711.000000,0.000420542000,420542
24,28657.000000,0.000680333000,680333
25,46368.000000,0.000890917000,890917
26,75025.000000,0.001350917000,1350917
27,121393.000000,0.002029791000,2029791
28,196418.000000,0.005834750000,5834750
29,317811.000000,0.008352625000,8352625
30,514229.000000,0.010323042000,10323042
31,832040.000000,0.012970958000,12970958
32,1346269.000000,0.017537875000,17537875
33,2178309.000000,0.022137500000,22137500
34,3524578.000000,0.029632084000,29632084
35,5702887.000000,0.045979792000,45979792
36,9227465.000000,0.072249250000,72249250
37,14930352.000000,0.120745000000,120745000
38,24157817.000000,0.201203666000,201203666
39,39088169.000000,0.319329958000,319329958
40,63245986.000000,0.502695292000,502695292
41,102334155.000000,0.832097875000,832097875
42,165580141.000000,1.335465917000,1335465917
43,267914296.000000,2.134837375000,2134837375
44,433494437.000000,3.391273708000,3391273708
45,701408733.000000,5.457996834000,5457996834
46,1134903170.000000,8.790943250000,8790943250
47,1836311903.000000,14.546290208000,14546290208
48,2971215073.000000,23.192213416000,23192213416
49,4807526976.000000,38.153595000000,38153595000
50,7778742049.000000,62.248609458000,62248609458
